"","Event.Date","State","Latitude","Longitude","Injury.Severity","Aircraft.Damage","Amateur.Built","Purpose.of.Flight"
"18639",1999-08-16," TX ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"18641",1999-08-16," CO ","  ","  "," Non-Fatal "," Destroyed "," No "," Personal "
"18642",1999-08-16," WI ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18643",1999-08-16," MI ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18644",1999-08-16," AK ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18645",1999-08-15," NY ","  ","  "," Non-Fatal "," Destroyed "," No "," Personal "
"18646",1999-08-15," OH ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18647",1999-08-15," NY ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"18648",1999-08-15," NM ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18649",1999-08-15," WI ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18650",1999-08-15," WI ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18651",1999-08-15," MI ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18652",1999-08-15," IL ","  ","  "," Fatal"," Destroyed "," Yes "," Personal "
"18653",1999-08-15," MS ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"18654",1999-08-15," AK ","  ","  "," Non-Fatal "," Substantial "," No "," Business "
"18655",1999-08-14," VT ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"18656",1999-08-14," AZ ","  ","  "," Non-Fatal "," Substantial "," Yes "," Personal "
"18658",1999-08-14," TX ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18659",1999-08-14," WI ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18660",1999-08-14," MN ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18661",1999-08-14," WI ","  ","  "," Fatal"," Destroyed "," Yes "," Personal "
"18662",1999-08-14," FL ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18663",1999-08-13," WA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18665",1999-08-13," PA ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"18666",1999-08-13," FL ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"18667",1999-08-13," FL ","  ","  "," Fatal"," Substantial "," No "," Personal "
"18668",1999-08-13," AZ ","  ","  "," Non-Fatal "," Destroyed "," No "," Personal "
"18670",1999-08-13," WY ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18672",1999-08-13," IL ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18673",1999-08-13," MI ","  ","  "," Fatal"," Destroyed "," No "," Business "
"18675",1999-08-13," AK ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18676",1999-08-13," AK ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18678",1999-08-12," AR ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18680",1999-08-12," CO ","  ","  "," Non-Fatal "," Substantial "," Yes "," Personal "
"18681",1999-08-11," NY ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"18682",1999-08-11," FL ","  ","  "," Fatal"," Substantial "," Yes "," Personal "
"18685",1999-08-11," CO ","  ","  "," Non-Fatal "," Substantial "," Yes "," Personal "
"18687",1999-08-11," MI ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18689",1999-08-11," AK ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18690",1999-08-11," AK ","  ","  "," Non-Fatal "," Substantial "," No "," Business "
"18692",1999-08-10," MT ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18693",1999-08-10," MA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18694",1999-08-10," FL ","  ","  "," Non-Fatal "," Substantial "," Yes "," Personal "
"18695",1999-08-10," GA ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"18696",1999-08-10," NV ","  ","  "," Fatal"," Destroyed "," No "," Instructional "
"18700",1999-08-10," MO ","  ","  "," Non-Fatal "," Substantial "," No "," Business "
"18702",1999-08-09," WA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18703",1999-08-09," TN ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18704",1999-08-09," TX ","  ","  "," Non-Fatal "," Substantial "," No "," Business "
"18706",1999-08-09," IN ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"18707",1999-08-09," IA ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"18709",1999-08-08," VT ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18710",1999-08-08," PA ","  ","  "," Fatal"," Substantial "," No "," Personal "
"18711",1999-08-08," SC ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18713",1999-08-08," GA ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"18714",1999-08-08," TX ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"18715",1999-08-08," AR ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18716",1999-08-08," LA ","  ","  "," Fatal"," Substantial "," Yes "," Personal "
"18719",1999-08-08," IL ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"18720",1999-08-08," IA ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"18721",1999-08-08," AK ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"18722",1999-08-07," OR ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"18725",1999-08-07," OK ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"18726",1999-08-07," CO ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18727",1999-08-07," MO ","  ","  "," Non-Fatal "," Destroyed "," No "," Personal "
"18728",1999-08-07," AK ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18731",1999-08-07," AK ","  ","  "," Fatal"," Destroyed "," No "," Business "
"18732",1999-08-06," PA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18733",1999-08-06," NC ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"18734",1999-08-06," CO ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18736",1999-08-06," IL ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18737",1999-08-06," MO ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"18738",1999-08-05," NY ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"18739",1999-08-05," CA ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"18741",1999-08-05," TX ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18744",1999-08-05," IL ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"18745",1999-08-05," WI ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18746",1999-08-05," AK ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"18747",1999-08-04," CO ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"18748",1999-08-04," WY ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18749",1999-08-03," FL ","  ","  "," Non-Fatal "," Substantial "," Yes "," Personal "
"18750",1999-08-03," AZ ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"18751",1999-08-03," NY ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"18753",1999-08-03," WY ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"18754",1999-08-03," AK ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"18756",1999-08-02," CA ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"18757",1999-08-02," NM ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"18758",1999-08-02," NE ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18760",1999-08-01," WA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18761",1999-08-01," MD ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18762",1999-08-01," MD ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18763",1999-08-01," DE ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18764",1999-08-01," OH ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"18765",1999-08-01," NC ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18766",1999-08-01," SC ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18767",1999-08-01," FL ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"18768",1999-08-01," TX ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"18769",1999-08-01," IA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18770",1999-08-01," AK ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18772",1999-07-10," FL ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18773",1999-07-10," AL ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18774",1999-07-10," GA ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"18775",1999-07-10," CA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18776",1999-07-10," CA ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"18777",1999-07-10," WI ","  ","  "," Non-Fatal "," Substantial "," Yes "," Personal "
"18778",1999-07-09," ID ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"18779",1999-07-09," WA ","  ","  "," Fatal"," Substantial "," No "," Personal "
"18780",1999-07-09," CA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18782",1999-07-09," MN ","  ","  "," Fatal"," Destroyed "," No "," Instructional "
"18783",1999-07-09," WI ","  ","  "," Fatal"," Destroyed "," No "," Business "
"18784",1999-07-08," OR ","  ","  "," Non-Fatal "," Substantial "," Yes "," Personal "
"18785",1999-07-08," NY ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"18786",1999-07-08," PA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18789",1999-07-08," WI ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"18790",1999-07-08," ND ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18792",1999-07-07," OR ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18793",1999-07-07," OR ","  ","  "," Non-Fatal "," Substantial "," Yes "," Personal "
"18794",1999-07-07," WA ","  ","  "," Fatal"," Destroyed "," Yes "," Personal "
"18795",1999-07-07," OH ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"18796",1999-07-07," CA ","  ","  "," Non-Fatal "," Destroyed "," Yes "," Personal "
"18797",1999-07-07," AR ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"18798",1999-07-07," CO ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18800",1999-07-07," MI ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18801",1999-07-06," WA ","  ","  "," Non-Fatal "," Substantial "," Yes "," Personal "
"18803",1999-07-06," MT ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18804",1999-07-06," WA ","  ","  "," Fatal"," Destroyed "," Yes "," Personal "
"18805",1999-07-06," VA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18807",1999-07-06," CA ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"18809",1999-07-06," CO ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"18814",1999-07-06," AK ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18816",1999-07-05," WV ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18817",1999-07-05," MA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18818",1999-07-05," CA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18819",1999-07-05," TX ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18820",1999-07-05," CO ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"18821",1999-07-05," MN ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18822",1999-07-05," AK ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18823",1999-07-04," PA ","  ","  "," Fatal"," Destroyed "," Yes "," Personal "
"18825",1999-07-04," TX ","  ","  "," Non-Fatal "," Substantial "," Yes "," Personal "
"18826",1999-07-04," MI ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18827",1999-07-04," KS ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18828",1999-07-04," IL ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18829",1999-07-04," TN ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18830",1999-07-03," WA ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"18832",1999-07-03," VA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18834",1999-07-03," LA ","  ","  "," Non-Fatal "," Substantial "," No "," Business "
"18835",1999-07-03," WY ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18836",1999-07-03," CO ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"18837",1999-07-03," IL ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18839",1999-07-03," MN ","  ","  "," Fatal"," Substantial "," Yes "," Personal "
"18840",1999-07-03," GA ","  ","  "," Non-Fatal "," Destroyed "," No "," Personal "
"18841",1999-07-03," AK ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18842",1999-07-03," AK ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18843",1999-07-02," NV ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18844",1999-07-02," LA ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"18845",1999-07-02," IA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18846",1999-07-02," IL ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18849",1999-07-01," MT ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18851",1999-07-01," VA ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"18853",1999-07-01," TX ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18858",1999-06-28," VA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18859",1999-06-28," MD ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18860",1999-06-28," TX ","  ","  "," Fatal"," Destroyed "," No "," Business "
"18863",1999-06-27," NC ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"18864",1999-06-27," HI ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"18865",1999-06-27," TX ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18866",1999-06-26," WA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18867",1999-06-26," ID ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18868",1999-06-26," MD ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"18869",1999-06-26," MD ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18870",1999-06-26," CA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18871",1999-06-26," AZ ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18872",1999-06-26," IN ","  ","  "," Non-Fatal "," Substantial "," Yes "," Personal "
"18873",1999-06-26," MI ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18874",1999-06-26," KS ","  ","  "," Non-Fatal "," Substantial "," Yes "," Personal "
"18875",1999-06-26," MI ","  ","  "," Non-Fatal "," Substantial "," Yes "," Personal "
"18876",1999-06-26," KS ","  ","  "," Fatal"," Destroyed "," Yes "," Personal "
"18877",1999-06-25," OH ","  ","  "," Non-Fatal "," Substantial "," Yes "," Personal "
"18882",1999-06-25," CA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18884",1999-06-25," PA ","  ","  "," Non-Fatal "," Destroyed "," No "," Personal "
"18886",1999-06-25," AR ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"18887",1999-06-25," CO ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18888",1999-06-25," KS ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18889",1999-06-25," ND ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"18890",1999-06-25," AK ","  ","  "," Non-Fatal "," Substantial "," Yes "," Personal "
"18892",1999-06-24," CA ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"18895",1999-06-24," AK ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18896",1999-06-23," CT ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18897",1999-06-23," WV ","  ","  "," Fatal"," Substantial "," No "," Personal "
"18899",1999-06-23," AK ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18900",1999-06-23," AK ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18901",1999-06-22," WA ","  ","  "," Non-Fatal "," Substantial "," Yes "," Personal "
"18902",1999-06-22," WA ","  ","  "," Non-Fatal "," Substantial "," No "," Business "
"18906",1999-06-22," HI ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18907",1999-06-22," CO ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18909",1999-06-22," AK ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18911",1999-06-21," FL ","  ","  "," Non-Fatal "," Substantial "," Yes "," Personal "
"18912",1999-06-21," AK ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18913",1999-06-20," OR ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18914",1999-06-20," MD ","  ","  "," Non-Fatal "," Destroyed "," No "," Personal "
"18915",1999-06-20," WV ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18916",1999-06-20," CA ","  ","  "," Non-Fatal "," Destroyed "," No "," Personal "
"18917",1999-06-20," TX ","  ","  "," Non-Fatal "," Substantial "," Yes "," Personal "
"18918",1999-06-20," CO ","  ","  "," Non-Fatal "," Substantial "," No "," Business "
"18919",1999-06-20," MO ","  ","  "," Non-Fatal "," Minor "," No "," Personal "
"18920",1999-06-20," MO ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18921",1999-06-19," MT ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18922",1999-06-19," WA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18923",1999-06-19," NJ ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"18924",1999-06-19," CA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18925",1999-06-19," NV ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18927",1999-06-19," TX ","  ","  "," Fatal"," Destroyed "," Yes "," Personal "
"18928",1999-06-19," WI ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18929",1999-06-19," KS ","  ","  "," Fatal"," Substantial "," No "," Personal "
"18932",1999-06-18," AZ ","  ","  "," Non-Fatal "," Substantial "," Yes "," Personal "
"18933",1999-06-18," CA ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"18935",1999-06-18," AR ","  ","  "," Fatal"," Substantial "," Yes "," Personal "
"18936",1999-06-18," CO ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"18937",1999-06-18," AK ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18938",1999-06-17," OR ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18939",1999-06-17," MT ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"18941",1999-06-17," MN ","  ","  "," Non-Fatal "," Destroyed "," No "," Personal "
"18942",1999-06-17," IA ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"18945",1999-06-16," OH ","  ","  "," Non-Fatal "," Substantial "," Yes "," Personal "
"18946",1999-06-16," ME ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18947",1999-06-16," CA ","  ","  "," Non-Fatal "," Substantial "," No "," Business "
"18948",1999-06-16," CA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18949",1999-06-16," CO ","  ","  "," Non-Fatal "," Destroyed "," No "," Personal "
"18950",1999-06-16," WI ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18951",1999-06-15," WA ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"18952",1999-06-15," FL ","  ","  "," Non-Fatal "," Substantial "," Yes "," Personal "
"18953",1999-06-15," CA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18955",1999-06-15," AK ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18956",1999-06-14," WA ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"18957",1999-06-14," WV ","  ","  "," Non-Fatal "," Substantial "," Yes "," Personal "
"18960",1999-06-14," NE ","  ","  "," Non-Fatal "," Substantial "," Yes "," Personal "
"18961",1999-06-13," VA ","  ","  "," Non-Fatal "," Substantial "," Yes "," Personal "
"18962",1999-06-13," PA ","  ","  "," Non-Fatal "," Substantial "," Yes "," Personal "
"18963",1999-06-13," FL ","  ","  "," Non-Fatal "," Substantial "," Yes "," Personal "
"18964",1999-06-13," TN ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18966",1999-06-13," NC ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18967",1999-06-13," NV ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"18968",1999-06-13," AR ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18969",1999-06-13," TX ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18972",1999-06-12," PA ","  ","  "," Non-Fatal "," Substantial "," Yes "," Personal "
"18973",1999-06-12," CT ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"18975",1999-06-12," SC ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18976",1999-06-12," TN ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"18977",1999-06-12," AR ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18978",1999-06-12," AK ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18979",1999-06-11," OH ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"18982",1999-06-11," FL ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18984",1999-06-11," TX ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18985",1999-06-11," CO ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"18989",1999-06-11," AK ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18993",1999-06-05," FL ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18994",1999-06-05," SC ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18995",1999-06-05," NC ","  ","  "," Non-Fatal "," Destroyed "," No "," Instructional "
"18996",1999-06-05," MS ","  ","  "," Non-Fatal "," Substantial "," Yes "," Personal "
"18997",1999-06-05," CA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"18998",1999-06-05," AZ ","  ","  "," Fatal"," Substantial "," No "," Personal "
"19000",1999-06-05," MD ","  ","  "," Non-Fatal "," Substantial "," Yes "," Personal "
"19001",1999-06-05," CO ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"19002",1999-06-05," AK ","  ","  "," Non-Fatal "," Substantial "," No "," Business "
"19003",1999-06-05," AK ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19004",1999-06-05," AK ","  ","  "," Fatal"," Substantial "," No "," Business "
"19005",1999-06-04," GA ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"19006",1999-06-04," CA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19007",1999-06-04," TX ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19008",1999-06-04," LA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19009",1999-06-04," IL ","  ","  "," Non-Fatal "," Substantial "," No "," Business "
"19011",1999-06-03," NH ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"19013",1999-06-03," AZ ","  ","  "," Non-Fatal "," Substantial "," No "," Business "
"19014",1999-06-03," TX ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"19015",1999-06-03," KS ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19016",1999-06-02," MD ","  ","  "," Fatal"," Destroyed "," Yes "," Personal "
"19021",1999-06-01," WY ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19024",1999-05-31," NJ ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"19025",1999-05-31," NV ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"19026",1999-05-31," AR ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19027",1999-05-31," TX ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19028",1999-05-31," CO ","  ","  "," Non-Fatal "," Minor "," Yes "," Personal "
"19029",1999-05-31," KS ","  ","  "," Fatal"," Destroyed "," Yes "," Personal "
"19030",1999-05-31," SC ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19031",1999-05-30," NJ ","  ","  "," Non-Fatal "," Destroyed "," No "," Personal "
"19032",1999-05-30," NY ","  ","  "," Fatal"," Substantial "," No "," Personal "
"19033",1999-05-30," AZ ","  ","  "," Non-Fatal "," Minor "," No "," Personal "
"19034",1999-05-30," AZ ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"19036",1999-05-30," PA ","  ","  "," Fatal"," Destroyed "," Yes "," Personal "
"19037",1999-05-30," SC ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19038",1999-05-30," AK ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19039",1999-05-29," VT ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19040",1999-05-29," OH ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19041",1999-05-29," OH ","  ","  "," Fatal"," Destroyed "," Yes "," Personal "
"19042",1999-05-29," NJ ","  ","  "," Fatal"," Substantial "," No "," Personal "
"19043",1999-05-29," CA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19044",1999-05-29," TX ","  ","  "," Fatal"," Destroyed "," No "," Instructional "
"19045",1999-05-29," TX ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"19046",1999-05-29," WY ","  ","  "," Non-Fatal "," Substantial "," Yes "," Personal "
"19047",1999-05-29," WI ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"19048",1999-05-29," AL ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19049",1999-05-29," AK ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19051",1999-05-09," IA ","  ","  "," Fatal"," Substantial "," No "," Personal "
"19052",1999-05-08," MT ","  ","  "," Non-Fatal "," Substantial "," Yes "," Personal "
"19053",1999-05-08," OR ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19055",1999-05-08," TN ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19056",1999-05-08," NV ","  ","  "," Non-Fatal "," Destroyed "," No "," Personal "
"19057",1999-05-08," AZ ","  ","  "," Non-Fatal "," Substantial "," Yes "," Personal "
"19059",1999-05-08," TX ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19060",1999-05-08," OK ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19061",1999-05-08," CO ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19062",1999-05-08," WY ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"19063",1999-05-08," NC ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19064",1999-05-07," NY ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"19066",1999-05-07," CA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19067",1999-05-07," AZ ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
